wfo,utc_issue,utc_expire,utc_prodissue,utc_init_expire,phenomena,gtype,significance,eventid,status,ugc,area2d,utc_updated,hvtec_nwsli,hvtec_severity,hvtec_cause,hvtec_record,is_emergency,utc_polygon_begin,utc_polygon_end,windtag,hailtag,tornadotag,damagetag,product_id,fcster,vtec_year
GRR,2021-07-01 05:08,2021-07-01 06:00,2021-07-01 05:08,202107010600,MA,P,W,17,NEW,,562.1963238509276,2021-07-01 05:08,,,,,False,2021-07-01 05:08,2021-07-01 05:33,40.0,0.75,,,202107010508-KGRR-WHUS53-SMWGRR,CAS,2021
EPZ,2021-06-28 12:44,2021-06-28 15:45,2021-06-28 12:44,202106281545,FA,P,Y,25,NEW,,125.54762508775195,2021-06-28 12:44,00000,N,ER,OO,False,2021-06-28 12:44,2021-06-28 15:41,,,,,202106281244-KEPZ-WGUS84-FLSEPZ,AB,2021
DDC,2021-06-30 13:27,2021-06-30 19:30,2021-06-30 13:27,202106301930,FA,P,W,6,NEW,,394.01920203643436,2021-06-30 13:27,00000,0,ER,OO,False,2021-06-30 13:27,2021-06-30 19:30,,,,,202106301327-KDDC-WGUS43-FLWDDC,UMSCHEID,2021
LUB,2021-06-26 02:16,2021-06-26 02:34,2021-06-26 02:16,202106260245,SV,P,W,214,NEW,,365.97759929958085,2021-06-26 02:16,,,,,False,2021-06-26 02:16,2021-06-26 02:26,70.0,1.0,,,202106260216-KLUB-WUUS54-SVRLUB,PAZOS,2021
OUN,2021-06-25 20:52,2021-06-25 21:45,2021-06-25 20:52,202106252145,SV,P,W,342,NEW,,1107.279943801339,2021-06-25 20:52,,,,,False,2021-06-25 20:52,2021-06-25 21:09,60.0,1.0,,,202106252052-KOUN-WUUS54-SVROUN,Mahale,2021
TWC,2021-06-29 22:20,2021-06-29 23:00,2021-06-29 22:20,202106292300,SV,P,W,5,NEW,,550.9339601389989,2021-06-29 22:20,,,,,False,2021-06-29 22:20,2021-06-29 22:37,60.0,1.0,,,202106292220-KTWC-WUUS55-SVRTWC,,2021
MAF,2021-06-29 15:30,2021-06-29 21:30,2021-06-29 15:30,202106292130,FA,P,W,7,NEW,,5128.493312154463,2021-06-29 15:30,00000,0,ER,OO,False,2021-06-29 15:30,2021-06-29 21:18,,,,,202106291530-KMAF-WGUS44-FLWMAF,Gregory Murdoch,2021
LKN,2021-07-01 22:42,2021-07-01 23:45,2021-07-01 22:42,202107012345,FA,P,Y,8,NEW,,695.8075795678236,2021-07-01 22:42,00000,N,ER,OO,False,2021-07-01 22:42,2021-07-01 23:19,,,,,202107012242-KLKN-WGUS85-FLSLKN,SS,2021
CLE,2021-06-29 23:29,2021-06-30 02:44,2021-06-29 23:29,202106300430,FF,P,W,10,NEW,,825.9740506273524,2021-06-29 23:29,00000,0,ER,OO,False,2021-06-29 23:29,2021-06-30 02:44,,,,,202106292329-KCLE-WGUS51-FFWCLE,,2021
ALY,2021-06-29 19:41,2021-06-29 19:54,2021-06-29 19:41,202106292030,SV,P,W,49,NEW,,119.41926658678314,2021-06-29 19:41,,,,,False,2021-06-29 19:41,2021-06-29 19:54,60.0,0.75,,,202106291941-KALY-WUUS51-SVRALY,JPV,2021
CTP,2021-06-30 02:42,2021-06-30 03:45,2021-06-30 02:42,202106300345,SV,P,W,62,NEW,,1542.7563269773952,2021-06-30 02:42,,,,,False,2021-06-30 02:42,2021-06-30 03:05,60.0,1.0,,,202106300242-KCTP-WUUS51-SVRCTP,Travis,2021
EAX,2021-06-25 01:14,2021-06-25 01:38,2021-06-25 01:14,202106250200,SV,P,W,59,NEW,,788.336543735168,2021-06-25 01:14,,,,,False,2021-06-25 01:14,2021-06-25 01:34,60.0,1.0,,,202106250114-KEAX-WUUS53-SVREAX,BMW,2021
MAF,2021-06-29 02:50,2021-06-29 03:45,2021-06-29 02:50,202106290345,FA,P,Y,112,NEW,,59.23498523555855,2021-06-29 02:50,00000,N,ER,OO,False,2021-06-29 02:50,2021-06-29 03:45,,,,,202106290250-KMAF-WGUS84-FLSMAF,James DeBerry,2021
LUB,2021-06-28 12:41,2021-06-28 14:51,2021-06-28 12:41,202106281500,FA,P,Y,71,NEW,,3137.6432340306787,2021-06-28 12:41,00000,N,ER,OO,False,2021-06-28 12:41,2021-06-28 14:51,,,,,202106281241-KLUB-WGUS84-FLSLUB,Lipe,2021
EPZ,2021-07-01 23:38,2021-07-02 01:30,2021-07-01 23:38,202107020130,FA,P,Y,67,NEW,,618.6123439004084,2021-07-01 23:38,00000,N,ER,OO,False,2021-07-01 23:38,2021-07-02 01:28,,,,,202107012338-KEPZ-WGUS84-FLSEPZ,JD,2021
EAX,2021-06-25 15:51,2021-06-26 19:40,2021-06-25 15:51,202106270936,FL,P,W,98,NEW,,401.92623616247744,2021-06-24 16:20,PATM7,2,ER,UU,False,2021-06-25 15:51,2021-06-25 02:40,,,,,202106241620-KEAX-WGUS43-FLWEAX,Blair,2021
LUB,2021-06-25 23:14,2021-06-25 23:36,2021-06-25 23:14,202106260000,SV,P,W,209,NEW,,1330.8224909130763,2021-06-25 23:14,,,,,False,2021-06-25 23:14,2021-06-25 23:25,60.0,0.75,,,202106252314-KLUB-WUUS54-SVRLUB,WCI,2021
AMA,2021-06-25 21:02,2021-06-25 21:43,2021-06-25 21:02,202106252200,SV,P,W,165,NEW,,2441.519054874386,2021-06-25 21:02,,,,,False,2021-06-25 21:02,2021-06-25 21:34,60.0,1.0,,,202106252102-KAMA-WUUS54-SVRAMA,TLH,2021
LWX,2021-06-30 21:32,2021-06-30 21:55,2021-06-30 21:32,202106302215,SV,P,W,165,NEW,,277.0856784850278,2021-06-30 21:32,,,,,False,2021-06-30 21:32,2021-06-30 21:55,60.0,1.0,,,202106302132-KLWX-WUUS51-SVRLWX,MSS,2021
VEF,2021-06-30 00:14,2021-06-30 01:00,2021-06-30 00:14,202106300100,SV,P,W,9,NEW,,1385.7197576801802,2021-06-30 00:14,,,,,False,2021-06-30 00:14,2021-06-30 00:38,60.0,1.0,,,202106300014-KVEF-WUUS55-SVRVEF,JS,2021
LSX,2021-06-25 16:34,2021-06-28 02:25,2021-06-25 16:34,202106280805,FL,P,W,96,NEW,,38.43274714170073,2021-06-25 12:48,TRYM7,2,ER,NO,False,2021-06-25 16:34,2021-06-25 23:09,,,,,202106251248-KLSX-WGUS43-FLWLSX,Fuchs,2021
LSX,2021-06-29 12:00,2021-06-29 22:35,2021-06-29 12:00,202106301200,FL,P,W,111,NEW,,38.43274714170073,2021-06-29 08:13,TRYM7,1,ER,NO,False,2021-06-29 12:00,2021-06-29 15:44,,,,,202106290813-KLSX-WGUS43-FLWLSX,BRC,2021
LSX,2021-06-30 11:11,2021-07-02 04:22,2021-06-30 11:11,202107020422,FL,P,W,116,NEW,,38.43274714170073,2021-06-30 10:44,TRYM7,1,ER,NO,False,2021-06-30 11:11,2021-06-30 14:42,,,,,202106301044-KLSX-WGUS43-FLWLSX,BRC,2021
TSA,2021-07-01 13:27,2021-07-01 16:30,2021-07-01 13:27,202107011630,FA,P,Y,74,NEW,,2636.1865048825,2021-07-01 13:27,00000,N,ER,OO,False,2021-07-01 13:27,2021-07-01 16:24,,,,,202107011327-KTSA-WGUS84-FLSTSA,Lacy,2021
GID,2021-06-26 00:14,2021-06-26 00:45,2021-06-26 00:14,202106260045,SV,P,W,103,NEW,,860.6711044721801,2021-06-26 00:14,,,,,False,2021-06-26 00:14,2021-06-26 00:24,60.0,1.75,,,202106260014-KGID-WUUS53-SVRGID,Billings Wright,2021
VEF,2021-06-30 23:03,2021-07-01 02:00,2021-06-30 23:03,202107010200,FA,P,Y,9,NEW,,5478.670766638856,2021-06-30 23:03,00000,N,ER,OO,False,2021-06-30 23:03,2021-07-01 01:59,,,,,202106302303-KVEF-WGUS85-FLSVEF,TB,2021
ABQ,2021-06-27 00:20,2021-06-27 00:45,2021-06-27 00:20,202106270045,TO,P,W,18,NEW,,341.7200844497302,2021-06-27 00:20,,,,,False,2021-06-27 00:20,2021-06-27 00:44,,0.75,RADAR INDICATED,,202106270020-KABQ-WFUS55-TORABQ,Overpeck,2021
PUB,2021-06-25 04:11,2021-06-25 04:45,2021-06-25 04:11,202106250445,SV,P,W,185,NEW,,445.9323919209168,2021-06-25 04:11,,,,,False,2021-06-25 04:11,2021-06-25 04:28,60.0,1.25,POSSIBLE,,202106250411-KPUB-WUUS55-SVRPUB,KTS,2021
MFL,2021-06-24 00:35,2021-06-24 01:30,2021-06-24 00:35,202106240130,MA,P,W,155,NEW,,601.4389520122654,2021-06-24 00:35,,,,,False,2021-06-24 00:35,2021-06-24 01:30,34.0,0.0,,,202106240035-KMFL-WHUS52-SMWMFL,BAXTER,2021
LSX,2021-06-26 06:00,2021-06-26 15:15,2021-06-26 06:00,202106280936,FL,P,W,104,NEW,,56.99455392831123,2021-06-26 04:32,PALM7,1,ER,NO,False,2021-06-26 06:00,2021-06-26 15:15,,,,,202106260432-KLSX-WGUS43-FLWLSX,Byrd,2021
LSX,2021-06-30 23:00,2021-07-01 20:49,2021-06-30 23:00,202107021414,FL,P,W,117,NEW,,56.99455392831123,2021-06-30 23:00,PALM7,1,ER,NO,False,2021-06-30 23:00,2021-07-01 00:14,,,,,202106302300-KLSX-WGUS43-FLWLSX,Walsh,2021
BOX,2021-06-30 20:32,2021-06-30 21:30,2021-06-30 20:32,202106302130,SV,P,W,29,NEW,,1916.198626263043,2021-06-30 20:32,,,,,False,2021-06-30 20:32,2021-06-30 20:42,60.0,1.0,,,202106302032-KBOX-WUUS51-SVRBOX,Frank,2021
LSX,2021-06-30 01:41,2021-06-30 21:00,2021-06-30 01:41,202106302100,FL,P,W,115,NEW,,129.59275730777202,2021-06-30 01:41,EWNM7,1,ER,NO,False,2021-06-30 01:41,2021-06-30 10:38,,,,,202106300141-KLSX-WGUS43-FLWLSX,MRB,2021
ABQ,2021-06-24 22:45,2021-06-24 23:45,2021-06-24 22:45,202106242345,SV,P,W,217,NEW,,2237.7017187268257,2021-06-24 22:45,,,,,False,2021-06-24 22:45,2021-06-24 23:04,70.0,0.75,,,202106242245-KABQ-WUUS55-SVRABQ,34,2021
EPZ,2021-07-01 21:31,2021-07-02 00:30,2021-07-01 21:31,202107020030,FA,P,Y,60,NEW,,1064.4702381239929,2021-07-01 21:31,00000,N,ER,OO,False,2021-07-01 21:31,2021-07-02 00:27,,,,,202107012131-KEPZ-WGUS84-FLSEPZ,JD,2021
REV,2021-06-30 22:51,2021-07-01 00:45,2021-06-30 22:51,202107010045,FA,P,Y,8,NEW,,87.5752892875824,2021-06-30 22:51,00000,N,ER,OO,False,2021-06-30 22:51,2021-06-30 23:56,,,,,202106302251-KREV-WGUS85-FLSREV,AH,2021
PBZ,2021-06-30 17:06,2021-06-30 17:30,2021-06-30 17:06,202106301730,SV,P,W,88,NEW,,1064.6150957682842,2021-06-30 17:06,,,,,False,2021-06-30 17:06,2021-06-30 17:14,60.0,1.0,,,202106301706-KPBZ-WUUS51-SVRPBZ,,2021
LWX,2021-07-01 18:40,2021-07-01 19:15,2021-07-01 18:40,202107011915,SV,P,W,176,NEW,,425.5860691814679,2021-07-01 18:40,,,,,False,2021-07-01 18:40,2021-07-01 19:01,60.0,1.0,,,202107011840-KLWX-WUUS51-SVRLWX,BJL,2021
ILX,2021-06-26 00:53,2021-06-26 02:00,2021-06-26 00:53,202106260200,SV,P,W,59,NEW,,560.4161658623449,2021-06-26 00:53,,,,,False,2021-06-26 00:53,2021-06-26 01:20,60.0,0.75,POSSIBLE,,202106260053-KILX-WUUS53-SVRILX,Auten,2021
BOU,2021-06-25 19:25,2021-06-25 20:35,2021-06-25 19:25,202106252115,FA,P,Y,24,NEW,,222.30211665435658,2021-06-25 19:25,00000,N,ER,OO,False,2021-06-25 19:25,2021-06-25 20:35,,,,,202106251925-KBOU-WGUS85-FLSBOU,Entrekin,2021
ILX,2021-06-26 20:19,2021-06-26 20:45,2021-06-26 20:19,202106262045,TO,P,W,24,NEW,,275.46822990125276,2021-06-26 20:19,,,,,False,2021-06-26 20:19,2021-06-26 20:42,,0.0,RADAR INDICATED,,202106262019-KILX-WFUS53-TORILX,Auten,2021
ILX,2021-06-26 00:21,2021-06-26 01:00,2021-06-26 00:21,202106260100,SV,P,W,57,NEW,,546.3394760593957,2021-06-26 00:21,,,,,False,2021-06-26 00:21,2021-06-26 00:49,60.0,1.0,,,202106260021-KILX-WUUS53-SVRILX,Auten,2021
TBW,2021-06-24 23:42,2021-06-25 01:15,2021-06-24 23:42,202106250115,FA,P,Y,19,NEW,,1129.3385010406635,2021-06-24 23:42,00000,N,ER,OO,False,2021-06-24 23:42,2021-06-25 01:15,,,,,202106242342-KTBW-WGUS82-FLSTBW,TBW,2021
ICT,2021-06-29 20:03,2021-06-29 23:01,2021-06-29 20:03,202106300400,FA,P,W,39,NEW,,288.0120609034804,2021-06-29 20:03,00000,0,ER,OO,False,2021-06-29 20:03,2021-06-29 23:01,,,,,202106292003-KICT-WGUS43-FLWICT,Metzger,2021
TSA,2021-06-27 22:00,2021-06-30 08:16,2021-06-27 22:00,202106300816,FL,P,W,38,NEW,,284.0022826533095,2021-06-25 20:51,COMO2,1,ER,NO,False,2021-06-27 22:00,2021-06-26 02:03,,,,,202106252051-KTSA-WGUS44-FLWTSA,,2021
DDC,2021-06-26 00:11,2021-06-26 01:00,2021-06-26 00:11,202106260100,SV,P,W,113,NEW,,1207.1272666660295,2021-06-26 00:11,,,,,False,2021-06-26 00:11,2021-06-26 00:36,60.0,2.0,,,202106260011-KDDC-WUUS53-SVRDDC,RUSSELL,2021
LBF,2021-06-25 22:41,2021-06-25 23:30,2021-06-25 22:41,202106252330,SV,P,W,78,NEW,,682.6929278603025,2021-06-25 22:41,,,,,False,2021-06-25 22:41,2021-06-25 23:03,60.0,1.0,,,202106252241-KLBF-WUUS53-SVRLBF,NMJ,2021
GID,2021-06-25 20:15,2021-06-25 21:00,2021-06-25 20:15,202106252100,SV,P,W,96,NEW,,221.76586953996292,2021-06-25 20:15,,,,,False,2021-06-25 20:15,2021-06-25 20:34,60.0,1.5,,,202106252015-KGID-WUUS53-SVRGID,Billings Wright,2021
GLD,2021-06-25 00:22,2021-06-25 01:15,2021-06-25 00:22,202106250115,SV,P,W,127,NEW,,3687.2374485251944,2021-06-25 00:22,,,,,False,2021-06-25 00:22,2021-06-25 00:29,60.0,1.0,,,202106250022-KGLD-WUUS53-SVRGLD,MRC,2021
ABQ,2021-06-26 22:27,2021-06-26 23:15,2021-06-26 22:27,202106262315,SV,P,W,222,NEW,,750.978725935134,2021-06-26 22:27,,,,,False,2021-06-26 22:27,2021-06-26 22:56,60.0,1.5,,,202106262227-KABQ-WUUS55-SVRABQ,Overpeck,2021
VEF,2021-06-29 18:44,2021-06-29 19:11,2021-06-29 18:44,202106291930,SV,P,W,6,NEW,,750.9358744723081,2021-06-29 18:44,,,,,False,2021-06-29 18:44,2021-06-29 19:03,60.0,0.75,,,202106291844-KVEF-WUUS55-SVRVEF,SC,2021
MFL,2021-06-24 16:54,2021-06-24 17:45,2021-06-24 16:54,202106241745,MA,P,W,164,NEW,,1858.2693554609502,2021-06-24 16:54,,,,,False,2021-06-24 16:54,2021-06-24 17:37,34.0,0.0,,,202106241654-KMFL-WHUS52-SMWMFL,Weinman,2021
DVN,2021-06-26 06:18,2021-06-26 10:58,2021-06-26 06:18,202106261200,FA,P,W,4,NEW,,183.5298508627619,2021-06-26 06:18,00000,0,ER,OO,False,2021-06-26 06:18,2021-06-26 10:58,,,,,202106260618-KDVN-WGUS43-FLWDVN,Uttech,2021
DVN,2021-06-26 04:37,2021-06-26 06:18,2021-06-26 04:37,202106260730,FF,P,W,4,NEW,,183.5298508627619,2021-06-26 04:37,00000,0,ER,OO,False,2021-06-26 04:37,2021-06-26 05:00,,,,,202106260437-KDVN-WGUS53-FFWDVN,Uttech,2021
MAF,2021-06-24 21:53,2021-06-24 22:43,2021-06-24 21:53,202106242300,SV,P,W,264,NEW,,1663.28461097945,2021-06-24 21:53,,,,,False,2021-06-24 21:53,2021-06-24 22:22,60.0,1.25,,,202106242153-KMAF-WUUS54-SVRMAF,49,2021
TOP,2021-06-24 10:48,2021-06-24 11:15,2021-06-24 10:48,202106241115,SV,P,W,65,NEW,,997.1871759415819,2021-06-24 10:48,,,,,False,2021-06-24 10:48,2021-06-24 11:02,60.0,1.0,,,202106241048-KTOP-WUUS53-SVRTOP,Jones,2021
MOB,2021-06-24 21:31,2021-06-24 21:44,2021-06-24 21:31,202106242215,SV,P,W,154,NEW,,893.4905568625217,2021-06-24 21:31,,,,,False,2021-06-24 21:31,2021-06-24 21:44,60.0,0.88,,,202106242131-KMOB-WUUS54-SVRMOB,JLH,2021
UNR,2021-06-24 01:30,2021-06-24 02:01,2021-06-24 01:30,202106240230,SV,P,W,74,NEW,,550.5138100728075,2021-06-24 01:30,,,,,False,2021-06-24 01:30,2021-06-24 02:01,60.0,1.5,,,202106240130-KUNR-WUUS53-SVRUNR,Sherburn,2021
TOP,2021-06-25 01:43,2021-06-25 02:15,2021-06-25 01:43,202106250215,SV,P,W,79,NEW,,705.4137489286835,2021-06-25 01:43,,,,,False,2021-06-25 01:43,2021-06-25 01:51,60.0,1.0,,,202106250143-KTOP-WUUS53-SVRTOP,Gargan,2021
ICT,2021-06-26 10:46,2021-06-26 20:12,2021-06-26 10:46,202106270157,FL,P,W,36,NEW,,254.6025340583188,2021-06-26 07:10,EDWK1,2,ER,NO,False,2021-06-26 10:46,2021-06-26 20:12,,,,,202106260710-KICT-WGUS43-FLWICT,Butler,2021
OAX,2021-06-24 06:41,2021-06-24 07:15,2021-06-24 06:41,202106240715,TO,P,W,4,NEW,,721.8744866481094,2021-06-24 06:41,,,,,False,2021-06-24 06:41,2021-06-24 06:50,,0.75,RADAR INDICATED,,202106240641-KOAX-WFUS53-TOROAX,CA,2021
KEY,2021-06-28 17:13,2021-06-28 18:15,2021-06-28 17:13,202106281815,MA,P,W,74,NEW,,1289.9713338682423,2021-06-28 17:13,,,,,False,2021-06-28 17:13,2021-06-28 17:41,34.0,0.0,,,202106281713-KKEY-WHUS52-SMWKEY,NB,2021
GLD,2021-06-25 03:30,2021-06-25 04:16,2021-06-25 03:30,202106250430,SV,P,W,135,NEW,,2604.7624386279417,2021-06-25 03:30,,,,,False,2021-06-25 03:30,2021-06-25 04:01,60.0,1.0,,,202106250330-KGLD-WUUS53-SVRGLD,MRC,2021
ILX,2021-06-26 02:05,2021-06-26 02:30,2021-06-26 02:05,202106260230,SV,P,W,62,NEW,,1147.8128591702643,2021-06-26 02:05,,,,,False,2021-06-26 02:05,2021-06-26 02:25,60.0,0.75,,,202106260205-KILX-WUUS53-SVRILX,Auten,2021
BOU,2021-07-01 21:51,2021-07-01 23:15,2021-07-01 21:51,202107012315,FA,P,Y,49,NEW,,92.91665039263926,2021-07-01 21:51,00000,N,ER,OO,False,2021-07-01 21:51,2021-07-01 23:15,,,,,202107012151-KBOU-WGUS85-FLSBOU,RPK,2021
KEY,2021-06-30 04:24,2021-06-30 04:55,2021-06-30 04:24,202106300515,MA,P,W,89,NEW,,987.6579807024117,2021-06-30 04:24,,,,,False,2021-06-30 04:24,2021-06-30 04:55,34.0,0.0,,,202106300424-KKEY-WHUS52-SMWKEY,Williams,2021
EAX,2021-06-25 11:34,2021-06-27 10:37,2021-06-25 11:34,202106271037,FL,P,W,95,NEW,,71.71174231159826,2021-06-24 16:20,RICM7,2,ER,NO,False,2021-06-25 11:34,2021-06-25 02:40,,,,,202106241620-KEAX-WGUS43-FLWEAX,Blair,2021
EAX,2021-06-29 21:38,2021-07-01 17:40,2021-06-29 21:38,202107011740,FL,P,W,139,NEW,,71.71174231159826,2021-06-29 14:12,RICM7,2,ER,NO,False,2021-06-29 21:38,2021-06-29 19:01,,,,,202106291412-KEAX-WGUS43-FLWEAX,SAW,2021
MAF,2021-06-26 22:57,2021-06-27 00:00,2021-06-26 22:57,202106270000,SV,P,W,275,NEW,,1280.146158065181,2021-06-26 22:57,,,,,False,2021-06-26 22:57,2021-06-26 23:39,70.0,0.75,,,202106262257-KMAF-WUUS54-SVRMAF,87,2021
ARX,2021-06-24 21:46,2021-06-24 22:33,2021-06-24 21:46,202106242245,SV,P,W,46,NEW,,1394.8375671864492,2021-06-24 21:46,,,,,False,2021-06-24 21:46,2021-06-24 21:53,50.0,1.0,,,202106242146-KARX-WUUS53-SVRARX,JSB,2021
AMA,2021-06-25 20:56,2021-06-25 22:15,2021-06-25 20:56,202106252215,SV,P,W,164,NEW,,2409.142339654988,2021-06-25 20:56,,,,,False,2021-06-25 20:56,2021-06-25 21:30,70.0,1.5,,,202106252056-KAMA-WUUS54-SVRAMA,TLH,2021
LBF,2021-06-24 02:47,2021-06-24 03:30,2021-06-24 02:47,202106240330,SV,P,W,68,NEW,,3448.6186893406134,2021-06-24 02:47,,,,,False,2021-06-24 02:47,2021-06-24 03:10,60.0,2.0,,,202106240247-KLBF-WUUS53-SVRLBF,Gomez,2021
DDC,2021-06-25 23:27,2021-06-26 00:30,2021-06-25 23:27,202106260030,SV,P,W,111,NEW,,2789.5032072152685,2021-06-25 23:27,,,,,False,2021-06-25 23:27,2021-06-26 00:03,60.0,2.0,,,202106252327-KDDC-WUUS53-SVRDDC,RUSSELL,2021
ICT,2021-06-27 09:32,2021-06-29 22:25,2021-06-27 09:32,202106292225,FL,P,W,32,NEW,,290.792079306247,2021-06-25 20:07,OSWK1,1,ER,NO,False,2021-06-27 09:32,2021-06-26 01:33,,,,,202106252007-KICT-WGUS43-FLWICT,Pearce,2021
EPZ,2021-07-01 21:25,2021-07-02 00:30,2021-07-01 21:25,202107020030,FA,P,Y,59,NEW,,298.1304914363116,2021-07-01 21:25,00000,N,ER,OO,False,2021-07-01 21:25,2021-07-02 00:27,,,,,202107012125-KEPZ-WGUS84-FLSEPZ,JD,2021
TOP,2021-06-25 05:14,2021-06-25 05:45,2021-06-25 05:14,202106250545,SV,P,W,81,NEW,,536.2037492554014,2021-06-25 05:14,,,,,False,2021-06-25 05:14,2021-06-25 05:24,60.0,1.25,,,202106250514-KTOP-WUUS53-SVRTOP,Gargan,2021
MAF,2021-06-28 21:18,2021-06-29 00:15,2021-06-28 21:18,202106290015,FA,P,W,6,NEW,,3005.07814669039,2021-06-28 21:18,00000,0,ER,OO,False,2021-06-28 21:18,2021-06-29 00:15,,,,,202106282118-KMAF-WGUS44-FLWMAF,JP,2021
SLC,2021-06-24 20:36,2021-06-24 21:45,2021-06-24 20:36,202106242145,FA,P,Y,3,NEW,,833.250136849744,2021-06-24 20:36,00000,N,ER,OO,False,2021-06-24 20:36,2021-06-24 21:45,,,,,202106242036-KSLC-WGUS85-FLSSLC,MT,2021
FGZ,2021-06-29 18:34,2021-06-29 19:00,2021-06-29 18:34,202106291900,SV,P,W,3,NEW,,749.4206431244745,2021-06-29 18:34,,,,,False,2021-06-29 18:34,2021-06-29 18:53,60.0,1.0,,,202106291834-KFGZ-WUUS55-SVRFGZ,ET,2021
ICT,2021-06-26 16:17,2021-06-27 20:30,2021-06-26 16:17,202106272030,FA,P,W,35,NEW,,2503.437150955515,2021-06-26 16:17,00000,0,ER,OO,False,2021-06-26 16:17,2021-06-27 20:23,,,,,202106261617-KICT-WGUS43-FLWICT,Pearce,2021
ILX,2021-06-26 20:12,2021-06-26 20:45,2021-06-26 20:12,202106262045,TO,P,W,23,NEW,,273.2432057245606,2021-06-26 20:12,,,,,False,2021-06-26 20:12,2021-06-26 20:40,,0.0,RADAR INDICATED,,202106262012-KILX-WFUS53-TORILX,Auten,2021
LOT,2021-06-27 18:00,2021-06-29 08:00,2021-06-27 18:00,202106290800,FL,P,W,12,NEW,,144.36455371666995,2021-06-27 03:14,OTWI2,1,ER,NO,False,2021-06-27 18:00,2021-06-27 16:42,,,,,202106270314-KLOT-WGUS43-FLWLOT,Ogorek,2021
ILX,2021-06-24 17:49,2021-06-24 20:22,2021-06-24 17:49,202106242045,FA,P,Y,6,NEW,,638.423105286551,2021-06-24 17:49,00000,N,ER,OO,False,2021-06-24 17:49,2021-06-24 20:22,,,,,202106241749-KILX-WGUS83-FLSILX,NMB,2021
ICT,2021-06-26 09:20,2021-06-27 04:43,2021-06-26 09:20,202106271747,FL,P,W,34,NEW,,224.58894906431323,2021-06-26 07:06,TOWK1,2,ER,NO,False,2021-06-26 09:20,2021-06-26 14:03,,,,,202106260706-KICT-WGUS43-FLWICT,Butler,2021
BUF,2021-06-29 22:01,2021-06-29 22:30,2021-06-29 22:01,202106292230,SV,P,W,42,NEW,,980.826786319629,2021-06-29 22:01,,,,,False,2021-06-29 22:01,2021-06-29 22:19,60.0,1.0,,,202106292201-KBUF-WUUS51-SVRBUF,Reynolds,2021
LWX,2021-06-30 21:11,2021-06-30 21:45,2021-06-30 21:11,202106302145,SV,P,W,163,NEW,,258.17728909764924,2021-06-30 21:11,,,,,False,2021-06-30 21:11,2021-06-30 21:27,60.0,0.75,,,202106302111-KLWX-WUUS51-SVRLWX,MSS,2021
ICT,2021-06-28 20:37,2021-06-29 00:34,2021-06-28 20:37,202106290230,FA,P,W,38,NEW,,1316.7686208000637,2021-06-28 20:37,00000,0,ER,OO,False,2021-06-28 20:37,2021-06-29 00:34,,,,,202106282037-KICT-WGUS43-FLWICT,Howerton,2021
AMA,2021-06-25 19:27,2021-06-25 20:30,2021-06-25 19:27,202106252030,SV,P,W,157,NEW,,1028.3307046746434,2021-06-25 19:27,,,,,False,2021-06-25 19:27,2021-06-25 20:17,60.0,1.0,,,202106251927-KAMA-WUUS54-SVRAMA,TLH,2021
LSX,2021-06-25 23:36,2021-06-26 00:15,2021-06-25 23:36,202106260015,SV,P,W,102,NEW,,915.8589794297833,2021-06-25 23:36,,,,,False,2021-06-25 23:36,2021-06-26 00:04,60.0,1.0,,,202106252336-KLSX-WUUS53-SVRLSX,Carney,2021
GLD,2021-06-25 22:28,2021-06-25 23:11,2021-06-25 22:28,202106252330,SV,P,W,138,NEW,,2149.6288291170813,2021-06-25 22:28,,,,,False,2021-06-25 22:28,2021-06-25 22:48,60.0,0.75,,,202106252228-KGLD-WUUS53-SVRGLD,MRC,2021
MAF,2021-06-29 00:17,2021-06-29 03:30,2021-06-29 00:17,202106290330,FA,P,Y,108,NEW,,906.1794049008922,2021-06-29 00:17,00000,N,ER,OO,False,2021-06-29 00:17,2021-06-29 03:30,,,,,202106290017-KMAF-WGUS84-FLSMAF,James DeBerry,2021
TOP,2021-06-25 20:54,2021-06-25 21:30,2021-06-25 20:54,202106252130,SV,P,W,89,NEW,,632.0573610464295,2021-06-25 20:54,,,,,False,2021-06-25 20:54,2021-06-25 21:01,70.0,0.75,,,202106252054-KTOP-WUUS53-SVRTOP,Flanagan/Gargan,2021
BOX,2021-06-30 21:13,2021-06-30 22:15,2021-06-30 21:13,202106302215,SV,P,W,32,NEW,,1080.4121148286672,2021-06-30 21:13,,,,,False,2021-06-30 21:13,2021-06-30 21:34,60.0,1.0,,,202106302113-KBOX-WUUS51-SVRBOX,Frank,2021
PBZ,2021-06-30 17:04,2021-06-30 17:30,2021-06-30 17:04,202106301730,SV,P,W,87,NEW,,784.2896045089612,2021-06-30 17:04,,,,,False,2021-06-30 17:04,2021-06-30 17:15,60.0,1.0,,,202106301704-KPBZ-WUUS51-SVRPBZ,,2021
LOT,2021-06-27 09:45,2021-06-29 03:37,2021-06-27 09:45,202106290337,FL,P,W,6,NEW,,365.49856091231726,2021-06-26 23:55,PNTI2,1,ER,NO,False,2021-06-27 09:45,2021-06-27 02:08,,,,,202106262355-KLOT-WGUS43-FLWLOT,Birk,2021
