wfo,utc_issue,utc_expire,utc_prodissue,utc_init_expire,phenomena,gtype,significance,eventid,status,ugc,area2d,utc_updated,hvtec_nwsli,hvtec_severity,hvtec_cause,hvtec_record,is_emergency,utc_polygon_begin,utc_polygon_end,windtag,hailtag,tornadotag,damagetag,product_id,fcster,vtec_year
CYS,2021-07-01 18:58,2021-07-01 21:00,2021-07-01 18:58,202107012100,FA,C,Y,8,NEW,NEC157,1928.0072021484375,2021-07-01 18:58,00000,N,ER,OO,False,,,,,,,202107011858-KCYS-WGUS85-FLSCYS,Allen,2021
TSA,2021-07-01 18:51,2021-07-01 21:45,2021-07-01 18:51,202107012145,FA,C,W,25,NEW,OKC143,1519.8427734375,2021-07-01 18:51,00000,0,ER,OO,False,,,,,,,202107011851-KTSA-WGUS44-FLWTSA,24,2021
TSA,2021-07-01 18:51,2021-07-01 21:45,2021-07-01 18:51,202107012145,FA,C,W,25,NEW,OKC145,1530.6326904296875,2021-07-01 18:51,00000,0,ER,OO,False,,,,,,,202107011851-KTSA-WGUS44-FLWTSA,24,2021
MFL,2021-07-01 19:01,2021-07-01 19:45,2021-07-01 19:01,202107011945,MA,C,W,198,NEW,AMZ610,1727.8983154296875,2021-07-01 19:01,,,,,False,,,,,,,202107011901-KMFL-WHUS52-SMWMFL,RF,2021
TSA,2021-07-01 15:57,2021-07-01 19:00,2021-07-01 15:57,202107011900,FA,C,Y,75,EXP,OKC101,2172.966552734375,2021-07-01 19:02,00000,N,ER,OO,False,,,,,,,202107011557-KTSA-WGUS84-FLSTSA,Lacy,2021
LMK,2021-07-01 19:23,2021-07-01 21:46,2021-07-01 19:23,202107012200,FA,C,W,19,CAN,KYC113,451.671875,2021-07-01 21:46,00000,0,ER,OO,False,,,,,,,202107011923-KLMK-WGUS43-FLWLMK,DM,2021
CYS,2021-07-01 19:14,2021-07-01 22:15,2021-07-01 19:14,202107012215,FA,C,Y,9,EXP,NEC157,1928.0072021484375,2021-07-01 22:13,00000,N,ER,OO,False,,,,,,,202107011914-KCYS-WGUS85-FLSCYS,AW,2021
JKL,2021-07-01 19:19,2021-07-01 22:15,2021-07-01 19:19,202107012215,FA,C,W,43,EXP,KYC165,533.2978515625,2021-07-01 22:16,00000,0,ER,OO,False,,,,,,,202107011919-KJKL-WGUS43-FLWJKL,HAL,2021
LMK,2021-07-01 20:54,2021-07-01 22:31,2021-07-01 20:54,202107012245,FA,C,W,23,CAN,KYC229,780.5034790039062,2021-07-01 22:31,00000,0,ER,OO,False,,,,,,,202107012054-KLMK-WGUS43-FLWLMK,BTN,2021
BOU,2021-07-01 19:33,2021-07-01 21:00,2021-07-01 19:33,202107012100,FA,C,Y,43,NEW,COC049,4837.06103515625,2021-07-01 19:33,00000,N,ER,OO,False,,,,,,,202107011933-KBOU-WGUS85-FLSBOU,RPK,2021
OKX,2021-07-01 14:47,2021-07-02 00:45,2021-07-01 14:47,202107020600,FF,C,A,1,CAN,NJZ006,126.29595184326172,2021-07-02 00:45,00000,0,ER,OO,False,,,,,,,202107011447-KOKX-WGUS61-FFAOKX,JMC,2021
LMK,2021-07-01 15:55,2021-07-01 19:39,2021-07-01 15:55,202107012000,FF,C,W,30,CAN,KYC167,655.0406494140625,2021-07-01 19:39,00000,0,ER,OO,False,,,,,,,202107011555-KLMK-WGUS53-FFWLMK,DM,2021
LMK,2021-07-01 15:55,2021-07-01 19:39,2021-07-01 15:55,202107012000,FF,C,W,30,CAN,KYC229,780.5034790039062,2021-07-01 19:39,00000,0,ER,OO,False,,,,,,,202107011555-KLMK-WGUS53-FFWLMK,DM,2021
LMK,2021-07-01 16:31,2021-07-01 19:42,2021-07-01 16:31,202107011930,FF,C,W,31,CAN,KYC111,1031.6671142578125,2021-07-01 19:42,00000,0,ER,OO,False,,,,,,,202107011631-KLMK-WGUS53-FFWLMK,JML,2021
LWX,2021-07-01 16:46,2021-07-01 19:58,2021-07-01 16:46,202107020000,SV,C,A,331,CAN,DCC001,163.4431915283203,2021-07-01 19:58,,,,,False,,,,,,,202107011646-KLWX-WWUS61-WCNLWX,CJL,2021
LWX,2021-07-01 16:46,2021-07-01 19:58,2021-07-01 16:46,202107020000,SV,C,A,331,CAN,MDC017,1195.4918212890625,2021-07-01 19:58,,,,,False,,,,,,,202107011646-KLWX-WWUS61-WCNLWX,CJL,2021
LWX,2021-07-01 16:46,2021-07-01 19:58,2021-07-01 16:46,202107020000,SV,C,A,331,CAN,MDC013,1170.3468017578125,2021-07-01 19:58,,,,,False,,,,,,,202107011646-KLWX-WWUS61-WCNLWX,CJL,2021
PHI,2021-07-01 19:50,2021-07-01 20:30,2021-07-01 19:50,202107012030,SV,C,W,107,CON,PAC017,1609.3529052734375,2021-07-01 20:14,,,,,False,,,,,,,202107011950-KPHI-WUUS51-SVRPHI,CMS,2021
PUB,2021-06-25 00:16,2021-06-25 01:15,2021-06-25 00:16,202106250115,SV,C,W,180,CON,COC099,4256.2490234375,2021-06-25 00:42,,,,,False,,,,,,,202106250016-KPUB-WUUS55-SVRPUB,Cohen,2021
PUB,2021-06-25 04:11,2021-06-25 04:45,2021-06-25 04:11,202106250445,SV,C,W,185,EXP,COC011,3989.024658203125,2021-06-25 04:41,,,,,False,,,,,,,202106250411-KPUB-WUUS55-SVRPUB,KTS,2021
BOX,2021-07-01 20:29,2021-07-01 21:30,2021-07-01 20:29,202107012130,MA,C,W,25,NEW,ANZ231,1360.916259765625,2021-07-01 20:29,,,,,False,,,,,,,202107012029-KBOX-WHUS51-SMWBOX,Nocera,2021
PHI,2021-07-01 20:32,2021-07-01 21:15,2021-07-01 20:32,202107012115,SV,C,W,112,NEW,MDC041,713.1586303710938,2021-07-01 20:32,,,,,False,,,,,,,202107012032-KPHI-WUUS51-SVRPHI,Robertson,2021
PUB,2021-06-25 19:18,2021-06-25 19:34,2021-06-25 19:18,202106252030,SV,C,W,186,CAN,COC071,12362.6943359375,2021-06-25 19:34,,,,,False,,,,,,,202106251918-KPUB-WUUS55-SVRPUB,Cohen,2021
PUB,2021-06-25 19:30,2021-06-25 23:53,2021-06-25 19:30,202106260300,SV,C,A,315,CAN,COC099,4256.2490234375,2021-06-25 23:53,,,,,False,,,,,,,202106251930-KPUB-WWUS65-WCNPUB,COHEN,2021
IND,2021-07-01 01:46,2021-07-01 17:02,2021-07-01 01:46,202107011200,FF,C,A,5,CAN,INZ069,881.2457275390625,2021-07-01 17:02,00000,0,ER,OO,False,,,,,,,202107010146-KIND-WGUS63-FFAIND,JP,2021
PUB,2021-07-01 18:00,2021-07-02 06:00,2021-06-30 18:22,202107020500,FF,C,A,8,EXP,COZ079,1483.94091796875,2021-07-02 05:46,00000,0,ER,OO,False,,,,,,,202106301822-KPUB-WGUS65-FFAPUB,Hodanish,2021
BGM,2021-06-28 15:00,2021-06-29 00:00,2021-06-27 20:14,202106290000,HT,C,Y,2,CON,NYZ056,1850.2862548828125,2021-06-28 19:53,,,,,False,,,,,,,202106272014-KBGM-WWUS71-NPWBGM,,2021
BOX,2021-06-27 15:00,2021-06-30 23:00,2021-06-27 06:53,202106292300,HT,C,Y,4,EXP,MAZ018,894.8946533203125,2021-06-30 22:53,,,,,False,,,,,,,202106270653-KBOX-WWUS71-NPWBOX,Frank For more informati,2021
BOX,2021-06-27 15:00,2021-06-30 23:00,2021-06-27 06:53,202106292300,HT,C,Y,4,EXP,MAZ017,775.07861328125,2021-06-30 22:53,,,,,False,,,,,,,202106270653-KBOX-WWUS71-NPWBOX,Frank For more informati,2021
BOX,2021-06-27 15:00,2021-06-30 23:00,2021-06-27 06:53,202106292300,HT,C,Y,4,EXP,MAZ016,161.86595153808594,2021-06-30 22:53,,,,,False,,,,,,,202106270653-KBOX-WWUS71-NPWBOX,Frank For more informati,2021
BOX,2021-06-28 15:00,2021-06-29 23:00,2021-06-28 07:25,202106292300,HT,C,Y,4,CON,MAZ002,775.4168090820312,2021-06-29 14:38,,,,,False,,,,,,,202106280725-KBOX-WWUS71-NPWBOX,Frank For more informati,2021
BOX,2021-06-28 15:00,2021-06-29 23:00,2021-06-28 07:25,202106292300,HT,C,Y,4,CON,MAZ009,515.9127197265625,2021-06-29 14:38,,,,,False,,,,,,,202106280725-KBOX-WWUS71-NPWBOX,Frank For more informati,2021
BOX,2021-06-28 15:00,2021-06-29 23:00,2021-06-28 07:25,202106292300,HT,C,Y,4,CON,MAZ008,593.5912475585938,2021-06-29 14:38,,,,,False,,,,,,,202106280725-KBOX-WWUS71-NPWBOX,Frank For more informati,2021
EPZ,2021-07-01 18:05,2021-07-01 20:00,2021-07-01 18:05,202107012000,FA,C,Y,48,NEW,NMC051,10976.0556640625,2021-07-01 18:05,00000,N,ER,OO,False,,,,,,,202107011805-KEPZ-WGUS84-FLSEPZ,DeL,2021
GYX,2021-06-30 20:05,2021-06-30 20:40,2021-06-30 20:05,202106302100,SV,C,W,34,CAN,NHC019,1426.989501953125,2021-06-30 20:40,,,,,False,,,,,,,202106302005-KGYX-WUUS51-SVRGYX,ekster,2021
LOT,2021-06-28 12:00,2021-06-30 00:00,2021-06-28 08:01,202106300000,FF,C,A,2,EXP,INZ002,1086.1656494140625,2021-06-29 23:52,00000,0,ER,OO,False,,,,,,,202106280801-KLOT-WGUS63-FFALOT,Borchardt,2021
TOP,2021-07-01 01:24,2021-07-01 04:30,2021-07-01 01:24,202107010430,FA,C,Y,45,EXP,KSC111,2213.324462890625,2021-07-01 04:26,00000,N,ER,OO,False,,,,,,,202107010124-KTOP-WGUS83-FLSTOP,JP,2021
RNK,2021-07-01 16:36,2021-07-01 18:13,2021-07-01 16:36,202107011945,FA,C,Y,50,CAN,VAC035,1236.6995849609375,2021-07-01 18:13,00000,N,ER,OO,False,,,,,,,202107011636-KRNK-WGUS81-FLSRNK,RR,2021
LIX,2021-06-30 14:32,2021-06-30 15:00,2021-06-30 14:32,202106301500,MA,C,W,383,NEW,GMZ534,661.2970581054688,2021-06-30 14:32,,,,,False,,,,,,,202106301432-KLIX-WHUS54-SMWLIX,PG,2021
OTX,2021-06-28 16:00,2021-06-29 03:00,2021-06-27 21:30,202106290300,FW,C,W,3,CON,WAZ673,19885.984375,2021-06-28 09:47,,,,,False,,,,,,,202106272130-KOTX-WWUS86-RFWOTX,,2021
MFR,2021-06-28 12:00,2021-06-29 12:00,2021-06-27 03:52,202106291200,SC,C,Y,70,CON,PZZ356,2555.864501953125,2021-06-29 09:27,,,,,False,,,,,,,202106270352-KMFR-WHUS76-MWWMFR,Visit us at https://www.,2021
PIH,2021-06-29 19:00,2021-06-30 09:59,2021-06-28 09:52,202107020300,HT,C,Y,3,CAN,IDZ057,3911.46240234375,2021-06-30 09:59,,,,,False,,,,,,,202106280952-KPIH-WWUS75-NPWPIH,KSmith,2021
SEW,2021-06-28 18:00,2021-06-29 03:00,2021-06-28 10:27,202106290300,FW,C,W,1,EXP,WAZ658,9919.1796875,2021-06-29 03:02,,,,,False,,,,,,,202106281027-KSEW-WWUS86-RFWSEW,,2021
IWX,2021-06-30 17:43,2021-06-30 20:45,2021-06-30 17:43,202106302045,FA,C,W,3,CON,OHC171,1094.16455078125,2021-06-30 20:11,00000,0,ER,OO,False,,,,,,,202106301743-KIWX-WGUS43-FLWIWX,RC,2021
SGF,2021-06-30 19:29,2021-06-30 20:15,2021-06-30 19:29,202106302015,SV,C,W,100,EXP,MOC217,2166.69384765625,2021-06-30 20:13,,,,,False,,,,,,,202106301929-KSGF-WUUS53-SVRSGF,Schaumann,2021
LOT,2021-06-28 18:49,2021-06-28 21:45,2021-06-28 18:49,202106282145,FA,C,Y,11,EXP,ILC197,2196.546142578125,2021-06-28 21:48,00000,N,ER,OO,False,,,,,,,202106281849-KLOT-WGUS83-FLSLOT,Birk,2021
CAR,2021-06-27 19:00,2021-06-28 10:44,2021-06-27 08:02,202106281100,SC,C,Y,45,CAN,ANZ050,3832.47265625,2021-06-28 10:44,,,,,False,,,,,,,202106270802-KCAR-WHUS71-MWWCAR,,2021
TSA,2021-06-26 19:51,2021-06-28 11:49,2021-06-26 19:51,202106280000,FF,C,A,4,CAN,OKZ068,2010.408935546875,2021-06-28 11:49,00000,0,ER,OO,False,,,,,,,202106261951-KTSA-WGUS64-FFATSA,05,2021
OUN,2021-06-28 08:58,2021-06-28 13:30,2021-06-28 08:58,202106290000,FL,C,Y,57,CAN,OKC087,1502.423095703125,2021-06-28 13:30,NRCO2,N,ER,NO,False,,,,,,,202106280858-KOUN-WGUS84-FLSOUN-RRA,Ware,2021
MFL,2021-06-28 13:14,2021-06-28 13:45,2021-06-28 13:14,202106281345,MA,C,W,183,NEW,AMZ651,4013.172119140625,2021-06-28 13:14,,,,,False,,,,,,,202106281314-KMFL-WHUS52-SMWMFL,KELLY,2021
MKX,2021-06-30 03:26,2021-06-30 15:00,2021-06-30 03:26,202106301500,MF,C,Y,13,EXP,LMZ366,2095.0146484375,2021-06-30 15:00,,,,,False,,,,,,,202106300326-KMKX-WHUS73-MWWMKX,,2021
LWX,2021-06-30 20:26,2021-06-30 20:42,2021-06-30 20:26,202106302100,SV,C,W,160,CAN,WVC057,851.792236328125,2021-06-30 20:42,,,,,False,,,,,,,202106302026-KLWX-WUUS51-SVRLWX,MSS,2021
LUB,2021-06-28 14:18,2021-06-29 02:00,2021-06-28 14:18,202106290200,FF,C,A,3,NEW,TXZ044,2384.703125,2021-06-28 14:18,00000,0,ER,OO,False,,,,,,,202106281418-KLUB-WGUS64-FFALUB,30,2021
MFL,2021-06-28 14:27,2021-06-28 17:30,2021-06-28 14:27,202106281730,FF,C,W,5,EXP,FLC086,5094.58447265625,2021-06-28 17:23,00000,0,ER,OO,False,,,,,,,202106281427-KMFL-WGUS52-FFWMFL,FELL,2021
JSJ,2021-06-24 17:04,2021-06-24 20:15,2021-06-24 17:04,202106242015,FA,C,Y,168,EXP,PRC105,72.01388549804688,2021-06-24 20:16,00000,N,ER,OO,False,,,,,,,202106241704-TJSJ-WGCA82-FLSSJU,CAM,2021
JSJ,2021-07-01 00:00,2021-07-03 00:00,2021-06-29 20:34,202107050000,SC,C,Y,27,CON,AMZ732,35144.12890625,2021-07-02 20:50,,,,,False,,,,,,,202106292034-TJSJ-WHCA72-MWWSJU,,2021
BTV,2021-06-30 17:37,2021-06-30 17:50,2021-06-30 17:37,202106301830,SV,C,W,22,CAN,NYC031,4953.52978515625,2021-06-30 17:50,,,,,False,,,,,,,202106301737-KBTV-WUUS51-SVRBTV,Kutikoff,2021
MKX,2021-06-28 18:00,2021-06-29 18:59,2021-06-28 17:50,202106291200,MF,C,Y,12,CAN,LMZ644,262.04913330078125,2021-06-29 18:59,,,,,False,,,,,,,202106281750-KMKX-WHUS73-MWWMKX,,2021
JSJ,2021-06-24 17:04,2021-06-24 20:15,2021-06-24 17:04,202106242015,FA,C,Y,168,EXP,PRC021,115.60607147216797,2021-06-24 20:16,00000,N,ER,OO,False,,,,,,,202106241704-TJSJ-WGCA82-FLSSJU,CAM,2021
MQT,2021-06-25 08:11,2021-06-25 15:00,2021-06-25 08:11,202106251500,MF,C,Y,10,CON,LMZ221,1720.406005859375,2021-06-25 14:15,,,,,False,,,,,,,202106250811-KMQT-WHUS73-MWWMQT,jp,2021
DLH,2021-07-01 10:00,2021-07-01 19:00,2021-06-30 19:50,202107011900,SC,C,Y,41,EXP,LSZ143,345.1388854980469,2021-07-01 19:10,,,,,False,,,,,,,202106301950-KDLH-WHUS73-MWWDLH,,2021
KEY,2021-06-28 16:02,2021-06-28 17:00,2021-06-28 16:02,202106281700,MA,C,W,71,EXP,GMZ031,1551.919189453125,2021-06-28 16:58,,,,,False,,,,,,,202106281602-KKEY-WHUS52-SMWKEY,NB,2021
PSR,2021-06-24 00:33,2021-06-24 03:00,2021-06-24 00:33,202106240300,FF,C,W,3,EXP,CAC065,18922.111328125,2021-06-24 02:52,00000,0,ER,OO,False,,,,,,,202106240033-KPSR-WGUS55-FFWPSR,SDB,2021
PSR,2021-06-24 03:01,2021-06-24 06:00,2021-06-24 03:01,202106240600,FA,C,Y,6,EXP,AZC012,11693.62890625,2021-06-24 05:58,00000,N,ER,OO,False,,,,,,,202106240301-KPSR-WGUS85-FLSPSR,INS,2021
MAF,2021-06-28 17:27,2021-06-29 00:30,2021-06-28 17:27,202106282130,FA,C,W,4,EXT,TXC033,2348.0302734375,2021-06-28 21:20,00000,0,ER,OO,False,,,,,,,202106281727-KMAF-WGUS44-FLWMAF,Gregory Murdoch,2021
MAF,2021-06-28 17:27,2021-06-29 00:30,2021-06-28 17:27,202106282130,FA,C,W,4,EXT,TXC415,2351.970458984375,2021-06-28 21:20,00000,0,ER,OO,False,,,,,,,202106281727-KMAF-WGUS44-FLWMAF,Gregory Murdoch,2021
PSR,2021-06-27 17:00,2021-06-29 03:00,2021-06-26 09:20,202106290300,EH,C,W,3,EXP,CAZ566,1873.1751708984375,2021-06-29 03:01,,,,,False,,,,,,,202106260920-KPSR-WWUS75-NPWPSR,,2021
PSR,2021-06-27 17:00,2021-06-29 03:00,2021-06-26 09:20,202106290300,EH,C,W,3,EXP,CAZ561,1166.3197021484375,2021-06-29 03:01,,,,,False,,,,,,,202106260920-KPSR-WWUS75-NPWPSR,,2021
PSR,2021-06-27 17:00,2021-06-29 03:00,2021-06-26 09:20,202106290300,EH,C,W,3,EXP,CAZ560,1451.752685546875,2021-06-29 03:01,,,,,False,,,,,,,202106260920-KPSR-WWUS75-NPWPSR,,2021
PSR,2021-07-01 01:19,2021-07-01 02:15,2021-07-01 01:19,202107010215,DS,C,Y,12,NEW,AZC021,13926.7177734375,2021-07-01 01:19,,,,,False,,,,,,,202107010119-KPSR-WWUS55-DSWPSR,LJH,2021
PSR,2021-07-01 01:31,2021-07-01 02:30,2021-07-01 01:31,202107010230,DS,C,W,3,EXP,AZC012,11693.62890625,2021-07-01 02:30,,,,,False,,,,,,,202107010131-KPSR-WWUS55-DSWPSR,LJH,2021
MAF,2021-06-28 18:19,2021-06-28 22:15,2021-06-28 18:19,202106282215,FA,C,Y,101,NEW,NMC015,10878.3564453125,2021-06-28 18:19,00000,N,ER,OO,False,,,,,,,202106281819-KMAF-WGUS84-FLSMAF,Gregory Murdoch,2021
MFL,2021-06-28 17:50,2021-06-28 18:45,2021-06-28 17:50,202106281845,MA,C,W,186,CON,GMZ656,3054.080078125,2021-06-28 18:26,,,,,False,,,,,,,202106281750-KMFL-WHUS52-SMWMFL,Weinman,2021
TBW,2021-06-28 18:12,2021-06-28 18:45,2021-06-28 18:12,202106281845,MA,C,W,69,CON,GMZ856,3309.3095703125,2021-06-28 18:33,,,,,False,,,,,,,202106281812-KTBW-WHUS52-SMWTBW,TBW,2021
OUN,2021-06-28 19:08,2021-06-28 22:15,2021-06-28 19:08,202106282215,FA,C,Y,107,NEW,OKC047,2744.291015625,2021-06-28 19:08,00000,N,ER,OO,False,,,,,,,202106281908-KOUN-WGUS84-FLSOUN,11,2021
SEW,2021-06-25 21:00,2021-06-24 21:42,2021-06-22 22:14,202106290000,EH,C,A,1,UPG,WAZ507,832.331787109375,2021-06-24 21:42,,,,,False,,,,,,,202106222214-KSEW-WWUS76-NPWSEW,,2021
SEW,2021-06-25 21:00,2021-06-24 21:42,2021-06-22 22:14,202106290000,EH,C,A,1,UPG,WAZ509,1305.064697265625,2021-06-24 21:42,,,,,False,,,,,,,202106222214-KSEW-WWUS76-NPWSEW,,2021
SEW,2021-06-25 21:00,2021-06-24 21:42,2021-06-22 22:14,202106290000,EH,C,A,1,UPG,WAZ512,2641.78076171875,2021-06-24 21:42,,,,,False,,,,,,,202106222214-KSEW-WWUS76-NPWSEW,,2021
GYX,2021-06-29 15:00,2021-06-30 00:00,2021-06-28 20:13,202106300000,HT,C,Y,4,EXP,NHZ015,1777.2491455078125,2021-06-30 00:00,,,,,False,,,,,,,202106282013-KGYX-WWUS71-NPWGYX,,2021
TOP,2021-06-28 17:25,2021-06-28 20:18,2021-06-28 17:25,202106282130,FF,C,W,17,CAN,KSC003,1512.2471923828125,2021-06-28 20:18,00000,0,ER,OO,False,,,,,,,202106281725-KTOP-WGUS53-FFWTOP,Jones,2021
CHS,2021-06-28 19:14,2021-06-28 20:15,2021-06-28 19:14,202106282115,MA,C,W,50,CAN,AMZ374,4974.74951171875,2021-06-28 20:15,,,,,False,,,,,,,202106281914-KCHS-WHUS52-SMWCHS,,2021
EPZ,2021-06-30 21:23,2021-07-01 00:30,2021-06-30 21:23,202107010030,FF,C,W,4,CON,TXC141,2629.582763671875,2021-06-30 22:59,00000,0,ER,OO,False,,,,,,,202106302123-KEPZ-WGUS54-FFWEPZ,JD,2021
MRX,2021-06-28 20:21,2021-06-28 21:00,2021-06-28 20:21,202106282100,SV,C,W,82,CON,TNC123,1691.246826171875,2021-06-28 20:39,,,,,False,,,,,,,202106282021-KMRX-WUUS54-SVRMRX,DH,2021
LOT,2021-06-28 18:49,2021-06-28 21:45,2021-06-28 18:49,202106282145,FA,C,Y,11,EXP,ILC089,1355.1488037109375,2021-06-28 21:48,00000,N,ER,OO,False,,,,,,,202106281849-KLOT-WGUS83-FLSLOT,Birk,2021
PDT,2021-06-25 21:00,2021-06-24 16:00,2021-06-22 21:32,202106300300,EH,C,A,1,UPG,ORZ503,12393.166015625,2021-06-24 16:00,,,,,False,,,,,,,202106222132-KPDT-WWUS76-NPWPDT,,2021
LSX,2021-06-28 21:37,2021-06-28 22:30,2021-06-28 21:37,202106282230,SV,C,W,110,EXP,MOC051,1032.9146728515625,2021-06-28 22:23,,,,,False,,,,,,,202106282137-KLSX-WUUS53-SVRLSX,Glass,2021
MAF,2021-06-28 22:03,2021-06-28 23:41,2021-06-28 22:03,202106290115,FF,C,W,32,CAN,TXC329,2337.787109375,2021-06-28 23:41,00000,0,ER,OO,False,,,,,,,202106282203-KMAF-WGUS54-FFWMAF,JP,2021
LSX,2021-06-28 19:05,2021-06-28 22:15,2021-06-28 19:05,202106282215,FA,C,Y,14,EXP,MOC189,1355.37890625,2021-06-28 22:05,00000,N,ER,OO,False,,,,,,,202106281905-KLSX-WGUS83-FLSLSX,Gosselin,2021
LWX,2021-06-28 21:54,2021-06-28 22:15,2021-06-28 21:54,202106282245,SV,C,W,157,CAN,WVC023,1242.7078857421875,2021-06-28 22:15,,,,,False,,,,,,,202106282154-KLWX-WUUS51-SVRLWX,MSS,2021
IND,2021-06-28 21:36,2021-07-01 02:39,2021-06-28 14:38,202107010448,FL,C,W,126,CAN,INC167,1062.0679931640625,2021-07-01 02:39,CLNI3,1,ER,NO,False,,,,,,,202106281438-KIND-WGUS43-FLWIND,50,2021
IND,2021-06-28 21:36,2021-07-01 02:39,2021-06-28 14:38,202107010448,FL,C,W,126,CAN,INC165,672.6498413085938,2021-07-01 02:39,CLNI3,1,ER,NO,False,,,,,,,202106281438-KIND-WGUS43-FLWIND,50,2021
BGM,2021-06-28 22:20,2021-06-28 23:00,2021-06-28 22:20,202106282300,SV,C,W,67,CON,NYC065,3250.1318359375,2021-06-28 22:42,,,,,False,,,,,,,202106282220-KBGM-WUUS51-SVRBGM,MPH,2021
CRP,2021-06-28 20:44,2021-06-28 22:45,2021-06-28 20:44,202106282245,FA,C,Y,56,EXP,TXC355,2180.615478515625,2021-06-28 22:42,00000,N,ER,OO,False,,,,,,,202106282044-KCRP-WGUS84-FLSCRP,CB,2021
MRX,2021-06-28 22:11,2021-06-28 23:00,2021-06-28 22:11,202106282300,SV,C,W,83,CON,TNC173,639.8795166015625,2021-06-28 22:46,,,,,False,,,,,,,202106282211-KMRX-WUUS54-SVRMRX,DH,2021
GSP,2021-07-01 20:24,2021-07-02 09:59,2021-07-01 20:24,202107021200,FF,C,A,5,CAN,NCZ058,781.029541015625,2021-07-02 09:59,00000,0,ER,OO,False,,,,,,,202107012024-KGSP-WGUS62-FFAGSP,HG,2021
TOP,2021-06-30 16:39,2021-06-30 19:00,2021-06-30 16:39,202106301900,FF,C,W,19,EXP,KSC111,2213.324462890625,2021-06-30 18:55,00000,0,ER,OO,False,,,,,,,202106301639-KTOP-WGUS53-FFWTOP,53,2021
PAH,2021-06-30 00:05,2021-06-30 00:53,2021-06-30 00:05,202106300200,FF,C,W,26,CAN,KYC149,663.0902099609375,2021-06-30 00:53,00000,0,ER,OO,False,,,,,,,202106300005-KPAH-WGUS53-FFWPAH,GREG,2021
ICT,2021-06-26 19:15,2021-07-01 03:13,2021-06-25 20:07,202106290120,FL,C,W,31,CAN,KSC099,1691.1531982421875,2021-07-01 03:13,PPFK1,1,ER,NO,False,,,,,,,202106252007-KICT-WGUS43-FLWICT,Pearce,2021
ICT,2021-06-26 23:52,2021-07-02 12:28,2021-06-25 20:07,202106292225,FL,C,W,32,CAN,KSC099,1691.1531982421875,2021-07-02 12:28,OSWK1,1,ER,NO,False,,,,,,,202106252007-KICT-WGUS43-FLWICT,Pearce,2021
JAX,2021-06-26 00:00,2021-06-23 14:31,2021-06-23 01:41,202107170000,FL,C,W,29,CAN,FLC041,923.2495727539062,2021-06-23 14:31,FWHF1,1,ER,NO,False,,,,,,,202106230141-KJAX-WGUS42-FLWJAX,CHANEY,2021
MRX,2021-06-28 22:42,2021-06-28 23:30,2021-06-28 22:42,202106282330,SV,C,W,85,CON,VAC195,1048.810546875,2021-06-28 23:18,,,,,False,,,,,,,202106282242-KMRX-WUUS54-SVRMRX,DH,2021
MRX,2021-06-28 22:57,2021-06-28 23:45,2021-06-28 22:57,202106282345,SV,C,W,86,CON,TNC173,639.8795166015625,2021-06-28 23:17,,,,,False,,,,,,,202106282257-KMRX-WUUS54-SVRMRX,DH,2021
ALY,2021-06-29 15:00,2021-06-30 00:00,2021-06-28 18:19,202106300000,HT,C,Y,5,EXP,VTZ015,660.4861450195312,2021-06-30 00:08,,,,,False,,,,,,,202106281819-KALY-WWUS71-NPWALY,MSE,2021
ALY,2021-06-29 15:00,2021-06-30 00:00,2021-06-28 18:19,202106300000,HT,C,Y,5,EXP,NYZ066,970.2315063476562,2021-06-30 00:08,,,,,False,,,,,,,202106281819-KALY-WWUS71-NPWALY,MSE,2021
ALY,2021-06-29 15:00,2021-06-30 00:00,2021-06-28 18:19,202106300000,HT,C,Y,5,EXP,NYZ038,1785.515869140625,2021-06-30 00:08,,,,,False,,,,,,,202106281819-KALY-WWUS71-NPWALY,MSE,2021
ALY,2021-06-29 15:00,2021-06-30 00:00,2021-06-28 18:19,202106300000,HT,C,Y,5,EXP,NYZ064,1143.13427734375,2021-06-30 00:08,,,,,False,,,,,,,202106281819-KALY-WWUS71-NPWALY,MSE,2021
MAF,2021-06-28 23:25,2021-06-29 02:30,2021-06-28 23:25,202106290230,FA,C,Y,107,NEW,TXC243,5868.53466796875,2021-06-28 23:25,00000,N,ER,OO,False,,,,,,,202106282325-KMAF-WGUS84-FLSMAF,James DeBerry,2021
CHS,2021-06-28 20:59,2021-06-28 23:26,2021-06-28 20:59,202106290000,FA,C,Y,51,CAN,GAC051,1158.1343994140625,2021-06-28 23:26,00000,N,ER,OO,False,,,,,,,202106282059-KCHS-WGUS82-FLSCHS,,2021
BUF,2021-06-28 15:00,2021-06-28 23:45,2021-06-28 13:38,202106290000,HT,C,Y,2,CAN,NYZ006,2623.580078125,2021-06-28 23:45,,,,,False,,,,,,,202106281338-KBUF-WWUS71-NPWBUF,,2021
BUF,2021-06-28 15:00,2021-06-28 23:45,2021-06-28 13:38,202106290000,HT,C,Y,2,CAN,NYZ005,580.9205932617188,2021-06-28 23:45,,,,,False,,,,,,,202106281338-KBUF-WWUS71-NPWBUF,,2021
JKL,2021-07-01 10:00,2021-07-01 23:53,2021-06-30 20:10,202107021000,FF,C,A,4,CAN,KYZ107,683.0987548828125,2021-07-01 23:53,00000,0,ER,OO,False,,,,,,,202106302010-KJKL-WGUS63-FFAJKL,HAL,2021
