fips_code,county,state,customers_out,run_start_time
12071,Lee,Florida,1,2022-09-26 05:00:00
12073,Leon,Florida,4,2022-09-26 05:00:00
12083,Marion,Florida,1,2022-09-26 05:00:00
12085,Martin,Florida,4,2022-09-26 05:00:00
12086,Miami-Dade,Florida,58,2022-09-26 05:00:00
12093,Okeechobee,Florida,1,2022-09-26 05:00:00
12095,Orange,Florida,36,2022-09-26 05:00:00
12099,Palm Beach,Florida,22,2022-09-26 05:00:00
12101,Pasco,Florida,1,2022-09-26 05:00:00
12103,Pinellas,Florida,104,2022-09-26 05:00:00
12113,Santa Rosa,Florida,2,2022-09-26 05:00:00
12115,Sarasota,Florida,3,2022-09-26 05:00:00
12111,St. Lucie,Florida,66,2022-09-26 05:00:00
12129,Wakulla,Florida,1,2022-09-26 05:00:00
