wfo,utc_issue,utc_expire,utc_prodissue,utc_init_expire,phenomena,gtype,significance,eventid,status,ugc,area2d,utc_updated,hvtec_nwsli,hvtec_severity,hvtec_cause,hvtec_record,is_emergency,utc_polygon_begin,utc_polygon_end,windtag,hailtag,tornadotag,damagetag,product_id,fcster,vtec_year
MFL,2022-09-28 06:53,2022-09-28 07:16,2022-09-28 06:53,202209280730,TO,P,W,61,NEW,,295.77929473036755,2022-09-28 06:53,,,,,False,2022-09-28 06:53,2022-09-28 07:00,,0.75,RADAR INDICATED,,202209280653-KMFL-WFUS52-TORMFL,GR,2022
MFL,2022-09-27 21:45,2022-09-27 22:15,2022-09-27 21:45,202209272215,TO,P,W,25,NEW,,272.1911638783313,2022-09-27 21:45,,,,,False,2022-09-27 21:45,2022-09-27 22:07,,0.0,OBSERVED,,202209272145-KMFL-WFUS52-TORMFL,MFL,2022
SGX,2022-09-25 19:44,2022-09-25 22:00,2022-09-25 19:44,202209252200,FA,P,Y,102,NEW,,82.84088918854555,2022-09-25 19:44,00000,N,ER,OO,False,2022-09-25 19:44,2022-09-25 22:00,,,,,202209251944-KSGX-WGUS86-FLSSGX,Schenk,2022
MFL,2022-09-27 23:04,2022-09-27 23:30,2022-09-27 23:04,202209272330,TO,P,W,30,NEW,,523.6390290889257,2022-09-27 23:04,,,,,False,2022-09-27 23:04,2022-09-27 23:15,,0.0,RADAR INDICATED,,202209272304-KMFL-WFUS52-TORMFL,NC,2022
MFL,2022-09-27 07:41,2022-09-27 08:30,2022-09-27 07:41,202209270830,MA,P,W,342,NEW,,395.65533074932335,2022-09-27 07:41,,,,,False,2022-09-27 07:41,2022-09-27 08:30,34.0,0.0,,,202209270741-KMFL-WHUS52-SMWMFL,ATV,2022
MFL,2022-09-28 03:35,2022-09-28 04:00,2022-09-28 03:35,202209280400,TO,P,W,52,NEW,,376.4063412810223,2022-09-28 03:35,,,,,False,2022-09-28 03:35,2022-09-28 03:49,,0.0,RADAR INDICATED,,202209280335-KMFL-WFUS52-TORMFL,NC,2022
MLB,2022-09-28 18:53,2022-09-28 19:13,2022-09-28 18:53,202209281930,TO,P,W,25,NEW,,274.77633357317666,2022-09-28 18:53,,,,,False,2022-09-28 18:53,2022-09-28 19:13,,0.75,RADAR INDICATED,,202209281853-KMLB-WFUS52-TORMLB,Schaper,2022
MFL,2022-09-28 01:14,2022-09-28 01:45,2022-09-28 01:14,202209280145,TO,P,W,41,NEW,,282.80367663677845,2022-09-28 01:14,,,,,False,2022-09-28 01:14,2022-09-28 01:24,,0.0,RADAR INDICATED,,202209280114-KMFL-WFUS52-TORMFL,NC,2022
SHV,2022-09-25 21:12,2022-09-25 22:00,2022-09-25 21:12,202209252200,SV,P,W,217,NEW,,791.6640744739927,2022-09-25 21:12,,,,,False,2022-09-25 21:12,2022-09-25 22:00,60.0,0.88,,,202209252112-KSHV-WUUS54-SVRSHV,26,2022
LIX,2022-09-26 22:57,2022-09-26 23:45,2022-09-26 22:57,202209262345,MA,P,W,419,NEW,,2207.516931608032,2022-09-26 22:57,,,,,False,2022-09-26 22:57,2022-09-26 23:45,34.0,0.0,,,202209262257-KLIX-WHUS54-SMWLIX,Frye,2022
MEG,2022-09-25 01:06,2022-09-25 01:26,2022-09-25 01:06,202209250145,TO,P,W,49,NEW,,1418.2043553335213,2022-09-25 01:06,,,,,False,2022-09-25 01:06,2022-09-25 01:26,,1.25,RADAR INDICATED,,202209250106-KMEG-WFUS54-TORMEG,,2022
PAH,2022-09-24 22:50,2022-09-24 23:15,2022-09-24 22:50,202209242315,SV,P,W,219,NEW,,784.7563844132246,2022-09-24 22:50,,,,,False,2022-09-24 22:50,2022-09-24 23:03,60.0,1.0,,,202209242250-KPAH-WUUS53-SVRPAH,DW,2022
PSR,2022-09-24 00:45,2022-09-24 01:30,2022-09-24 00:45,202209240130,SV,P,W,239,NEW,,702.4421990488049,2022-09-24 00:45,,,,,False,2022-09-24 00:45,2022-09-24 00:59,60.0,0.75,,,202209240045-KPSR-WUUS55-SVRPSR,GL,2022
KEY,2022-09-27 06:02,2022-09-27 06:16,2022-09-27 06:02,202209270630,MA,P,W,395,NEW,,657.7345125717658,2022-09-27 06:02,,,,,False,2022-09-27 06:02,2022-09-27 06:16,34.0,0.0,,,202209270602-KKEY-WHUS52-SMWKEY,JAM,2022
PHI,2022-09-25 19:25,2022-09-25 19:59,2022-09-25 19:25,202209252015,SV,P,W,168,NEW,,3101.2995356057163,2022-09-25 19:25,,,,,False,2022-09-25 19:25,2022-09-25 19:42,60.0,0.75,,,202209251925-KPHI-WUUS51-SVRPHI,Fitzsimmons,2022
KEY,2022-09-26 18:19,2022-09-26 18:43,2022-09-26 18:19,202209261915,MA,P,W,388,NEW,,1019.24050288333,2022-09-26 18:19,,,,,False,2022-09-26 18:19,2022-09-26 18:43,34.0,0.0,,,202209261819-KKEY-WHUS52-SMWKEY,TW,2022
KEY,2022-09-27 08:59,2022-09-27 09:30,2022-09-27 08:59,202209270930,MA,P,W,400,NEW,,562.5087299804122,2022-09-27 08:59,,,,,False,2022-09-27 08:59,2022-09-27 09:32,34.0,0.0,,,202209270859-KKEY-WHUS52-SMWKEY,JAM,2022
MLB,2022-09-29 14:45,2022-10-20 14:45,2022-09-29 14:45,202210201445,FL,P,W,8,NEW,,226.32139355328448,2022-09-29 14:45,SNFF1,1,ER,NO,False,2022-09-29 14:45,2022-09-29 20:17,,,,,202209291445-KMLB-WGUS42-FLWMLB,,2022
MLB,2022-09-29 18:00,2022-10-20 03:16,2022-09-29 18:00,202210200316,FL,P,W,3,NEW,,355.46003437708566,2022-09-29 03:16,GENF1,3,ER,NR,False,2022-09-29 18:00,2022-09-29 08:39,,,,,202209290316-KMLB-WGUS42-FLWMLB,CL,2022
MFL,2022-09-27 20:11,2022-09-27 20:45,2022-09-27 20:11,202209272045,MA,P,W,351,NEW,,337.8362574764655,2022-09-27 20:11,,,,,False,2022-09-27 20:11,2022-09-27 20:45,34.0,0.0,,,202209272011-KMFL-WHUS52-SMWMFL,MFL,2022
KEY,2022-09-27 08:13,2022-09-27 08:45,2022-09-27 08:13,202209270845,MA,P,W,399,NEW,,569.6948668418711,2022-09-27 08:13,,,,,False,2022-09-27 08:13,2022-09-27 08:41,34.0,0.0,,,202209270813-KKEY-WHUS52-SMWKEY,JAM,2022
MFL,2022-09-28 05:18,2022-09-28 05:45,2022-09-28 05:18,202209280545,TO,P,W,58,NEW,,748.1840319719347,2022-09-28 05:18,,,,,False,2022-09-28 05:18,2022-09-28 05:45,,0.0,RADAR INDICATED,,202209280518-KMFL-WFUS52-TORMFL,SB,2022
MFL,2022-09-28 04:56,2022-09-28 05:18,2022-09-28 04:56,202209280530,TO,P,W,56,NEW,,757.0582077068374,2022-09-28 04:56,,,,,False,2022-09-28 04:56,2022-09-28 05:18,,0.75,RADAR INDICATED,,202209280456-KMFL-WFUS52-TORMFL,GR,2022
MLB,2022-09-29 18:00,2022-10-20 08:20,2022-09-29 18:00,202210200820,FL,P,W,7,NEW,,181.1278595333743,2022-09-29 08:20,DLAF1,3,ER,NO,False,2022-09-29 18:00,2022-09-29 14:32,,,,,202209290820-KMLB-WGUS42-FLWMLB,JS,2022
MFL,2022-09-28 01:36,2022-09-28 02:00,2022-09-28 01:36,202209280200,MA,P,W,354,NEW,,165.80192870437344,2022-09-28 01:36,,,,,False,2022-09-28 01:36,2022-09-28 02:00,34.0,0.0,,,202209280136-KMFL-WHUS52-SMWMFL,GR,2022
MFL,2022-09-28 09:46,2022-09-28 10:15,2022-09-28 09:46,202209281015,MA,P,W,356,NEW,,387.3222438124835,2022-09-28 09:46,,,,,False,2022-09-28 09:46,2022-09-28 10:15,34.0,0.0,,,202209280946-KMFL-WHUS52-SMWMFL,GR,2022
MFL,2022-09-28 01:57,2022-09-28 02:30,2022-09-28 01:57,202209280230,TO,P,W,47,NEW,,375.2497965163538,2022-09-28 01:57,,,,,False,2022-09-28 01:57,2022-09-28 02:15,,0.0,RADAR INDICATED,,202209280157-KMFL-WFUS52-TORMFL,ATV,2022
MFL,2022-09-28 00:28,2022-09-28 01:00,2022-09-28 00:28,202209280100,TO,P,W,37,NEW,,381.60036068179465,2022-09-28 00:28,,,,,False,2022-09-28 00:28,2022-09-28 00:34,,0.0,RADAR INDICATED,,202209280028-KMFL-WFUS52-TORMFL,ATV,2022
MLB,2022-09-28 18:32,2022-09-28 19:00,2022-09-28 18:32,202209281900,TO,P,W,24,NEW,,494.6271097767483,2022-09-28 18:32,,,,,False,2022-09-28 18:32,2022-09-28 18:48,,0.75,RADAR INDICATED,,202209281832-KMLB-WFUS52-TORMLB,Schaper,2022
LMK,2022-09-25 07:09,2022-09-25 07:45,2022-09-25 07:09,202209250745,SV,P,W,244,NEW,,467.23197693001146,2022-09-25 07:09,,,,,False,2022-09-25 07:09,2022-09-25 07:43,60.0,1.0,,,202209250709-KLMK-WUUS53-SVRLMK,EBW,2022
MFL,2022-09-27 21:19,2022-09-27 21:45,2022-09-27 21:19,202209272145,TO,P,W,24,NEW,,357.06408907344644,2022-09-27 21:19,,,,,False,2022-09-27 21:19,2022-09-27 21:45,,0.0,OBSERVED,,202209272119-KMFL-WFUS52-TORMFL,MFL,2022
MLB,2022-09-28 18:00,2022-09-28 18:30,2022-09-28 18:00,202209281830,TO,P,W,23,NEW,,472.57798416675746,2022-09-28 18:00,,,,,False,2022-09-28 18:00,2022-09-28 18:15,,0.75,RADAR INDICATED,,202209281800-KMLB-WFUS52-TORMLB,Sedlock,2022
MFL,2022-09-29 00:00,2022-10-06 01:15,2022-09-29 00:00,202210191148,FL,P,W,2,NEW,,55.11451658766733,2022-09-28 11:48,PLMF1,1,ER,NR,False,2022-09-29 00:00,2022-09-28 22:26,,,,,202209281148-KMFL-WGUS42-FLWMFL,BAXTER,2022
PAH,2022-09-24 23:22,2022-09-25 00:00,2022-09-24 23:22,202209250000,SV,P,W,221,NEW,,622.266970521889,2022-09-24 23:22,,,,,False,2022-09-24 23:22,2022-09-24 23:34,60.0,1.25,,,202209242322-KPAH-WUUS53-SVRPAH,JGG,2022
MFL,2022-09-27 15:03,2022-09-27 15:30,2022-09-27 15:03,202209271530,MA,P,W,345,NEW,,226.21780660822023,2022-09-27 15:03,,,,,False,2022-09-27 15:03,2022-09-27 15:27,34.0,0.0,,,202209271503-KMFL-WHUS52-SMWMFL,MFL,2022
MFL,2022-09-28 01:45,2022-09-28 02:00,2022-09-28 01:45,202209280200,TO,P,W,45,NEW,,273.78403740370436,2022-09-28 01:45,,,,,False,2022-09-28 01:45,2022-09-28 01:58,,0.0,RADAR INDICATED,,202209280145-KMFL-WFUS52-TORMFL,ATV,2022
KEY,2022-09-27 06:08,2022-09-27 06:45,2022-09-27 06:08,202209270645,MA,P,W,396,NEW,,651.1889071707764,2022-09-27 06:08,,,,,False,2022-09-27 06:08,2022-09-27 06:42,34.0,0.0,,,202209270608-KKEY-WHUS52-SMWKEY,KBL,2022
MFL,2022-09-27 20:45,2022-09-27 21:15,2022-09-27 20:45,202209272115,MA,P,W,352,NEW,,354.06922552565356,2022-09-27 20:45,,,,,False,2022-09-27 20:45,2022-09-27 21:05,40.0,0.0,,,202209272045-KMFL-WHUS52-SMWMFL,MFL,2022
MFL,2022-09-28 04:20,2022-09-28 04:45,2022-09-28 04:20,202209280445,TO,P,W,53,NEW,,734.1995690394748,2022-09-28 04:20,,,,,False,2022-09-28 04:20,2022-09-28 04:45,,0.75,RADAR INDICATED,,202209280420-KMFL-WFUS52-TORMFL,GR,2022
MFL,2022-09-27 23:44,2022-09-28 00:15,2022-09-27 23:44,202209280015,TO,P,W,33,NEW,,669.7361637396332,2022-09-27 23:44,,,,,False,2022-09-27 23:44,2022-09-27 23:59,,0.0,RADAR INDICATED,,202209272344-KMFL-WFUS52-TORMFL,NC,2022
FWD,2022-09-25 21:18,2022-09-25 22:00,2022-09-25 21:18,202209252200,SV,P,W,217,NEW,,866.8194553881399,2022-09-25 21:18,,,,,False,2022-09-25 21:18,2022-09-25 21:39,60.0,0.75,,,202209252118-KFWD-WUUS54-SVRFWD,30,2022
TBW,2022-09-27 00:00,2022-10-17 13:42,2022-09-27 00:00,202210171342,FL,P,W,9,NEW,,108.87408272314187,2022-09-26 13:42,ARHF1,2,ER,NO,False,2022-09-27 00:00,2022-09-27 01:13,,,,,202209261342-KTBW-WGUS42-FLWTBW,TBW,2022
TBW,2022-09-29 18:36,2022-10-18 23:20,2022-09-29 18:36,202210182320,FL,P,W,18,NEW,,156.52995579274267,2022-09-27 23:20,TRBF1,2,ER,NO,False,2022-09-29 18:36,2022-09-27 23:35,,,,,202209272320-KTBW-WGUS42-FLWTBW,TBW,2022
MFL,2022-09-28 01:38,2022-09-28 02:15,2022-09-28 01:38,202209280215,MA,P,W,355,NEW,,127.94523647966078,2022-09-28 01:38,,,,,False,2022-09-28 01:38,2022-09-28 02:15,34.0,0.0,,,202209280138-KMFL-WHUS52-SMWMFL,GR,2022
TBW,2022-09-29 05:40,2022-10-18 23:20,2022-09-29 05:40,202210182320,FL,P,W,15,NEW,,29.511008996898145,2022-09-27 23:20,RVWF1,2,ER,NR,False,2022-09-29 05:40,2022-09-27 23:35,,,,,202209272320-KTBW-WGUS42-FLWTBW,TBW,2022
TBW,2022-09-29 02:00,2022-10-18 23:20,2022-09-29 02:00,202210182320,FL,P,W,14,NEW,,43.32196621808614,2022-09-27 23:20,RYEF1,2,ER,NO,False,2022-09-29 02:00,2022-09-27 23:35,,,,,202209272320-KTBW-WGUS42-FLWTBW,TBW,2022
MFL,2022-09-28 05:26,2022-09-28 05:45,2022-09-28 05:26,202209280545,TO,P,W,59,NEW,,811.5404663881747,2022-09-28 05:26,,,,,False,2022-09-28 05:26,2022-09-28 05:32,,0.0,RADAR INDICATED,,202209280526-KMFL-WFUS52-TORMFL,SB,2022
MFL,2022-09-28 04:45,2022-09-28 05:15,2022-09-28 04:45,202209280515,TO,P,W,55,NEW,,760.7705726179375,2022-09-28 04:45,,,,,False,2022-09-28 04:45,2022-09-28 05:15,,0.75,OBSERVED,,202209280445-KMFL-WFUS52-TORMFL,GR,2022
MFL,2022-09-28 01:33,2022-09-28 02:00,2022-09-28 01:33,202209280200,TO,P,W,44,NEW,,686.8070148347213,2022-09-28 01:33,,,,,False,2022-09-28 01:33,2022-09-28 01:56,,0.0,RADAR INDICATED,,202209280133-KMFL-WFUS52-TORMFL,NC,2022
MFL,2022-09-27 23:18,2022-09-27 23:45,2022-09-27 23:18,202209272345,TO,P,W,32,NEW,,528.9548024658003,2022-09-27 23:18,,,,,False,2022-09-27 23:18,2022-09-27 23:24,,0.0,RADAR INDICATED,,202209272318-KMFL-WFUS52-TORMFL,ATV,2022
MFL,2022-09-24 20:20,2022-09-24 22:15,2022-09-24 20:20,202209242215,FA,P,Y,230,NEW,,182.94763794566512,2022-09-24 20:20,00000,N,ER,OO,False,2022-09-24 20:20,2022-09-24 20:30,,,,,202209242020-KMFL-WGUS82-FLSMFL,Hadi,2022
MFL,2022-09-27 22:09,2022-09-27 22:45,2022-09-27 22:09,202209272245,TO,P,W,26,NEW,,516.4978526911087,2022-09-27 22:09,,,,,False,2022-09-27 22:09,2022-09-27 22:15,,0.0,RADAR INDICATED,,202209272209-KMFL-WFUS52-TORMFL,ATV,2022
KEY,2022-09-27 07:22,2022-09-27 09:30,2022-09-27 07:22,202209270930,FA,P,Y,5,NEW,,206.37401795054473,2022-09-27 07:22,00000,N,ER,OO,False,2022-09-27 07:22,2022-09-27 09:24,,,,,202209270722-KKEY-WGUS82-FLSKEY,Jacobson,2022
MRX,2022-09-25 22:23,2022-09-25 23:00,2022-09-25 22:23,202209252300,SV,P,W,184,NEW,,1374.3554927888977,2022-09-25 22:23,,,,,False,2022-09-25 22:23,2022-09-25 23:00,60.0,1.0,,,202209252223-KMRX-WUUS54-SVRMRX,BW,2022
KEY,2022-09-27 12:12,2022-09-27 12:30,2022-09-27 12:12,202209271230,MA,P,W,406,NEW,,155.81053052403004,2022-09-27 12:12,,,,,False,2022-09-27 12:12,2022-09-27 12:22,34.0,0.0,,,202209271212-KKEY-WHUS52-SMWKEY,TW,2022
MFL,2022-09-28 01:01,2022-09-28 01:30,2022-09-28 01:01,202209280130,TO,P,W,40,NEW,,496.33483563661196,2022-09-28 01:01,,,,,False,2022-09-28 01:01,2022-09-28 01:09,,0.75,RADAR INDICATED,,202209280101-KMFL-WFUS52-TORMFL,ATV,2022
MFL,2022-09-27 20:17,2022-09-27 20:45,2022-09-27 20:17,202209272045,TO,P,W,21,NEW,,197.498251902725,2022-09-27 20:17,,,,,False,2022-09-27 20:17,2022-09-27 20:45,,0.0,RADAR INDICATED,,202209272017-KMFL-WFUS52-TORMFL,MFL,2022
KEY,2022-09-26 18:38,2022-09-26 19:18,2022-09-26 18:38,202209261945,MA,P,W,389,NEW,,2475.286500079121,2022-09-26 18:38,,,,,False,2022-09-26 18:38,2022-09-26 19:18,34.0,0.0,,,202209261838-KKEY-WHUS52-SMWKEY,TW,2022
VEF,2022-09-29 19:36,2022-09-29 20:10,2022-09-29 19:36,202209292030,DS,P,W,37,NEW,,1534.0162183097195,2022-09-29 19:36,,,,,False,2022-09-29 19:36,2022-09-29 20:10,,,,,202209291936-KVEF-WWUS55-DSWVEF,BKP,2022
MLB,2022-09-28 12:07,2022-09-28 12:30,2022-09-28 12:07,202209281230,TO,P,W,20,NEW,,324.6250131092499,2022-09-28 12:07,,,,,False,2022-09-28 12:07,2022-09-28 12:28,,0.75,RADAR INDICATED,,202209281207-KMLB-WFUS52-TORMLB,Sedlock,2022
TBW,2022-09-28 01:35,2022-09-28 01:45,2022-09-28 01:35,202209280145,TO,P,W,23,NEW,,179.46717997106893,2022-09-28 01:35,,,,,False,2022-09-28 01:35,2022-09-28 01:44,,0.0,RADAR INDICATED,,202209280135-KTBW-WFUS52-TORTBW,TBW,2022
LWX,2022-09-25 17:53,2022-09-25 18:34,2022-09-25 17:53,202209251845,SV,P,W,410,NEW,,968.9561414665404,2022-09-25 17:53,,,,,False,2022-09-25 17:53,2022-09-25 18:11,60.0,0.75,,,202209251753-KLWX-WUUS51-SVRLWX,KJP,2022
MFL,2022-09-28 09:11,2022-09-28 09:45,2022-09-28 09:11,202209280945,TO,P,W,63,NEW,,595.5929306630303,2022-09-28 09:11,,,,,False,2022-09-28 09:11,2022-09-28 09:22,,0.75,RADAR INDICATED,,202209280911-KMFL-WFUS52-TORMFL,GR,2022
MFL,2022-09-27 23:46,2022-09-28 00:15,2022-09-27 23:46,202209280015,TO,P,W,34,NEW,,219.96503633514254,2022-09-27 23:46,,,,,False,2022-09-27 23:46,2022-09-27 23:52,,0.0,RADAR INDICATED,,202209272346-KMFL-WFUS52-TORMFL,ATV,2022
MFL,2022-09-27 19:45,2022-09-27 20:15,2022-09-27 19:45,202209272015,TO,P,W,18,NEW,,159.9551314854879,2022-09-27 19:45,,,,,False,2022-09-27 19:45,2022-09-27 20:09,,0.0,RADAR INDICATED,,202209271945-KMFL-WFUS52-TORMFL,MFL,2022
MFL,2022-09-27 17:31,2022-09-27 18:00,2022-09-27 17:31,202209271800,TO,P,W,16,NEW,,281.36275084330623,2022-09-27 17:31,,,,,False,2022-09-27 17:31,2022-09-27 17:54,,0.0,RADAR INDICATED,,202209271731-KMFL-WFUS52-TORMFL,MFL,2022
KEY,2022-09-27 11:38,2022-09-27 12:05,2022-09-27 11:38,202209271245,MA,P,W,404,NEW,,477.471652027155,2022-09-27 11:38,,,,,False,2022-09-27 11:38,2022-09-27 12:05,34.0,0.0,,,202209271138-KKEY-WHUS52-SMWKEY,Ware,2022
KEY,2022-09-27 07:50,2022-09-27 08:15,2022-09-27 07:50,202209270815,MA,P,W,398,NEW,,637.836737100774,2022-09-27 07:50,,,,,False,2022-09-27 07:50,2022-09-27 08:15,34.0,0.0,,,202209270750-KKEY-WHUS52-SMWKEY,JAM,2022
MFL,2022-09-28 05:00,2022-09-28 05:15,2022-09-28 05:00,202209280515,TO,P,W,57,NEW,,825.7937682448817,2022-09-28 05:00,,,,,False,2022-09-28 05:00,2022-09-28 05:15,,0.0,RADAR INDICATED,,202209280500-KMFL-WFUS52-TORMFL,SB,2022
TBW,2022-09-28 11:30,2022-10-17 13:42,2022-09-28 11:30,202210171342,FL,P,W,11,NEW,,85.4145723764217,2022-09-26 13:42,WIMF1,1,ER,NO,False,2022-09-28 11:30,2022-09-27 01:13,,,,,202209261342-KTBW-WGUS42-FLWTBW,TBW,2022
MFL,2022-09-27 14:42,2022-09-27 15:00,2022-09-27 14:42,202209271500,MA,P,W,344,NEW,,248.12221210689464,2022-09-27 14:42,,,,,False,2022-09-27 14:42,2022-09-27 14:59,34.0,0.0,,,202209271442-KMFL-WHUS52-SMWMFL,MFL,2022
MFL,2022-09-28 00:37,2022-09-28 01:00,2022-09-28 00:37,202209280100,TO,P,W,38,NEW,,420.84194256595777,2022-09-28 00:37,,,,,False,2022-09-28 00:37,2022-09-28 00:44,,0.0,RADAR INDICATED,,202209280037-KMFL-WFUS52-TORMFL,ATV,2022
HUN,2022-09-25 23:27,2022-09-26 00:00,2022-09-25 23:27,202209260000,SV,P,W,95,NEW,,396.0654783795947,2022-09-25 23:27,,,,,False,2022-09-25 23:27,2022-09-25 23:43,60.0,1.0,,,202209252327-KHUN-WUUS54-SVRHUN,KTW,2022
MFL,2022-09-27 17:11,2022-09-27 17:45,2022-09-27 17:11,202209271745,MA,P,W,348,NEW,,426.39239834826753,2022-09-27 17:11,,,,,False,2022-09-27 17:11,2022-09-27 17:37,34.0,0.0,,,202209271711-KMFL-WHUS52-SMWMFL,MFL,2022
MFL,2022-09-27 14:11,2022-09-27 14:45,2022-09-27 14:11,202209271445,MA,P,W,343,NEW,,251.2111001777978,2022-09-27 14:11,,,,,False,2022-09-27 14:11,2022-09-27 14:38,34.0,0.0,,,202209271411-KMFL-WHUS52-SMWMFL,MFL,2022
KEY,2022-09-26 05:40,2022-09-26 06:06,2022-09-26 05:40,202209260630,MA,P,W,387,NEW,,850.451680322904,2022-09-26 05:40,,,,,False,2022-09-26 05:40,2022-09-26 06:06,34.0,0.0,,,202209260540-KKEY-WHUS52-SMWKEY,JAM,2022
PHI,2022-09-25 21:25,2022-09-25 22:00,2022-09-25 21:25,202209252200,SV,P,W,170,NEW,,738.4744734619014,2022-09-25 21:25,,,,,False,2022-09-25 21:25,2022-09-25 21:42,60.0,1.0,,,202209252125-KPHI-WUUS51-SVRPHI,BIRCHFIELD,2022
MLB,2022-09-28 03:18,2022-09-28 03:45,2022-09-28 03:18,202209280345,TO,P,W,19,NEW,,428.65739831241075,2022-09-28 03:18,,,,,False,2022-09-28 03:18,2022-09-28 03:28,,0.0,RADAR INDICATED,,202209280318-KMLB-WFUS52-TORMLB,Kelly,2022
MSO,2022-09-29 20:42,2022-09-29 21:15,2022-09-29 20:42,202209292115,SV,P,W,76,NEW,,244.5205854173888,2022-09-29 20:42,,,,,False,2022-09-29 20:42,2022-09-29 20:54,60.0,1.0,,,202209292042-KMSO-WUUS55-SVRMSO,,2022
TBW,2022-09-28 01:49,2022-09-28 01:54,2022-09-28 01:49,202209280215,TO,P,W,24,NEW,,305.9610892225338,2022-09-28 01:49,,,,,False,2022-09-28 01:49,2022-09-28 01:54,,0.0,RADAR INDICATED,,202209280149-KTBW-WFUS52-TORTBW,TBW,2022
KEY,2022-09-27 05:56,2022-09-27 06:30,2022-09-27 05:56,202209270630,MA,P,W,394,NEW,,486.51203349672926,2022-09-27 05:56,,,,,False,2022-09-27 05:56,2022-09-27 06:20,34.0,0.0,,,202209270556-KKEY-WHUS52-SMWKEY,JAM,2022
KEY,2022-09-27 12:06,2022-09-27 12:14,2022-09-27 12:06,202209271300,MA,P,W,405,NEW,,877.5202042936223,2022-09-27 12:06,,,,,False,2022-09-27 12:06,2022-09-27 12:14,34.0,0.0,,,202209271206-KKEY-WHUS52-SMWKEY,TW,2022
SGF,2022-09-24 21:55,2022-09-24 22:45,2022-09-24 21:55,202209242245,SV,P,W,219,NEW,,1410.715766910159,2022-09-24 21:55,,,,,False,2022-09-24 21:55,2022-09-24 22:20,60.0,1.0,,,202209242155-KSGF-WUUS53-SVRSGF,Melto,2022
MFL,2022-09-27 18:18,2022-09-27 18:45,2022-09-27 18:18,202209271845,TO,P,W,17,NEW,,851.5352340497824,2022-09-27 18:18,,,,,False,2022-09-27 18:18,2022-09-27 18:40,,0.0,RADAR INDICATED,,202209271818-KMFL-WFUS52-TORMFL,MFL,2022
MFL,2022-09-28 02:23,2022-09-28 03:00,2022-09-28 02:23,202209280300,TO,P,W,50,NEW,,712.1090162034753,2022-09-28 02:23,,,,,False,2022-09-28 02:23,2022-09-28 02:39,,0.75,RADAR INDICATED,,202209280223-KMFL-WFUS52-TORMFL,GR,2022
SGX,2022-09-28 22:31,2022-09-29 00:30,2022-09-28 22:31,202209290030,FA,P,Y,106,NEW,,1356.655311311155,2022-09-28 22:31,00000,N,ER,OO,False,2022-09-28 22:31,2022-09-29 00:26,,,,,202209282231-KSGX-WGUS86-FLSSGX,RK,2022
MFL,2022-09-28 02:03,2022-09-28 02:30,2022-09-28 02:03,202209280230,TO,P,W,48,NEW,,576.602342525899,2022-09-28 02:03,,,,,False,2022-09-28 02:03,2022-09-28 02:30,,0.75,RADAR INDICATED,,202209280203-KMFL-WFUS52-TORMFL,GR,2022
MFL,2022-09-28 15:54,2022-09-28 19:00,2022-09-28 15:54,202209281900,FA,P,W,1,NEW,,13.794832981615142,2022-09-28 15:54,00000,0,ER,OO,False,2022-09-28 15:54,2022-09-28 18:51,,,,,202209281554-KMFL-WGUS42-FLWMFL,BAXTER,2022
TBW,2022-09-28 15:38,2022-09-28 16:15,2022-09-28 15:38,202209281615,TO,P,W,25,NEW,,886.9754850477564,2022-09-28 15:38,,,,,False,2022-09-28 15:38,2022-09-28 16:11,,0.0,RADAR INDICATED,,202209281538-KTBW-WFUS52-TORTBW,TBW,2022
HUN,2022-09-25 23:03,2022-09-25 23:30,2022-09-25 23:03,202209252330,SV,P,W,94,NEW,,372.5717683067067,2022-09-25 23:03,,,,,False,2022-09-25 23:03,2022-09-25 23:19,50.0,1.0,,,202209252303-KHUN-WUUS54-SVRHUN,KTW,2022
MFL,2022-09-27 15:41,2022-09-27 15:59,2022-09-27 15:41,202209271615,MA,P,W,346,NEW,,248.74570188778804,2022-09-27 15:41,,,,,False,2022-09-27 15:41,2022-09-27 15:59,34.0,0.0,,,202209271541-KMFL-WHUS52-SMWMFL,MFL,2022
MFL,2022-09-28 09:54,2022-09-28 10:09,2022-09-28 09:54,202209281030,TO,P,W,64,NEW,,580.0422398565213,2022-09-28 09:54,,,,,False,2022-09-28 09:54,2022-09-28 10:09,,0.75,RADAR INDICATED,,202209280954-KMFL-WFUS52-TORMFL,Hadi,2022
KEY,2022-09-27 06:51,2022-09-27 07:15,2022-09-27 06:51,202209270715,MA,P,W,397,NEW,,484.26193450747826,2022-09-27 06:51,,,,,False,2022-09-27 06:51,2022-09-27 07:01,34.0,0.0,,,202209270651-KKEY-WHUS52-SMWKEY,JAM,2022
KEY,2022-09-27 04:23,2022-09-27 05:00,2022-09-27 04:23,202209270500,MA,P,W,392,NEW,,206.69174196176655,2022-09-27 04:23,,,,,False,2022-09-27 04:23,2022-09-27 04:59,34.0,0.0,,,202209270423-KKEY-WHUS52-SMWKEY,JAM,2022
SHV,2022-09-25 21:09,2022-09-25 22:15,2022-09-25 21:09,202209252215,SV,P,W,216,NEW,,795.5531394369686,2022-09-25 21:09,,,,,False,2022-09-25 21:09,2022-09-25 21:38,60.0,0.75,,,202209252109-KSHV-WUUS54-SVRSHV,26,2022
